title,link,description,date,source,content,summary
"Asian Games 2023 Day 11 Live Updates: India bag archery gold, 3 bronze - Hindustan Times",https://news.google.com/rss/articles/CBMiswFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vc3BvcnRzL2FzaWFuLWdhbWVzLTIwMjMtbGl2ZS11cGRhdGVzLWRheS0xMS1pbmRpYS12cy1zb3V0aC1rb3JlYS1ob2NrZXktbmVlcmFqLWNob3ByYS1hdGhsZXRpY3MtbG92bGluYS1ib3hpbmctYXJjaGVyeS1oYW5nemhvdS0xMDE2OTYzNjE2MTUyMDEuaHRtbNIBtwFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vc3BvcnRzL2FzaWFuLWdhbWVzLTIwMjMtbGl2ZS11cGRhdGVzLWRheS0xMS1pbmRpYS12cy1zb3V0aC1rb3JlYS1ob2NrZXktbmVlcmFqLWNob3ByYS1hdGhsZXRpY3MtbG92bGluYS1ib3hpbmctYXJjaGVyeS1oYW5nemhvdS0xMDE2OTYzNjE2MTUyMDEtYW1wLmh0bWw?oc=5," href=""https://news.google.com/rss/articles/CBMiswFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vc3BvcnRzL2FzaWFuLWdhbWVzLTIwMjMtbGl2ZS11cGRhdGVzLWRheS0xMS1pbmRpYS12cy1zb3V0aC1rb3JlYS1ob2NrZXktbmVlcmFqLWNob3ByYS1hdGhsZXRpY3MtbG92bGluYS1ib3hpbmctYXJjaGVyeS1oYW5nemhvdS0xMDE2OTYzNjE2MTUyMDEuaHRtbNIBtwFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vc3BvcnRzL2FzaWFuLWdhbWVzLTIwMjMtbGl2ZS11cGRhdGVzLWRheS0xMS1pbmRpYS12cy1zb3V0aC1rb3JlYS1ob2NrZXktbmVlcmFqLWNob3ByYS1hdGhsZXRpY3MtbG92bGluYS1ib3hpbmctYXJjaGVyeS1oYW5nemhvdS0xMDE2OTYzNjE2MTUyMDEtYW1wLmh0bWw?oc=5"" target=""_blank"">Asian Games 2023 Day 11 Live Updates: India bag archery gold, 3 bronze</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Hindustan Times</font",2023-10-04 06:19:11+00:00,Hindustan Times,,No Content
"Asian Games 2023 ju-jitsu: India's schedule, results and scores - Olympics",https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1oYW5nemhvdS1qdS1qaXRzdS1yZXN1bHRzLXNjb3Jlcy1pbmRpYdIBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1oYW5nemhvdS1qdS1qaXRzdS1yZXN1bHRzLXNjb3Jlcy1pbmRpYdIBAA?oc=5"" target=""_blank"">Asian Games 2023 ju-jitsu: India's schedule, results and scores</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-10-04 02:21:00+00:00,Olympics,,No Content
Asian Games 2023: B-Girl Ami out for Paris 2024 quota in Hangzhou ... - Olympics,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1icmVha2luZy1qYXBhbi1hbWktZXhjbHVzaXZl0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1icmVha2luZy1qYXBhbi1hbWktZXhjbHVzaXZl0gEA?oc=5"" target=""_blank"">Asian Games 2023: B-Girl Ami out for Paris 2024 quota in Hangzhou ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-10-03 08:18:00+00:00,Olympics,,No Content
China welcomes Taiwanese athletes at the Asian Games but they still can't compete under their flag - ABC News,https://news.google.com/rss/articles/CBMic2h0dHBzOi8vYWJjbmV3cy5nby5jb20vSW50ZXJuYXRpb25hbC93aXJlU3RvcnkvY2hpbmEtd2VsY29tZXMtdGFpd2FuZXNlLWF0aGxldGVzLWFzaWFuLWdhbWVzLWNvbXBldGUtZmxhZy0xMDM2ODAzNTbSAXdodHRwczovL2FiY25ld3MuZ28uY29tL2FtcC9JbnRlcm5hdGlvbmFsL3dpcmVTdG9yeS9jaGluYS13ZWxjb21lcy10YWl3YW5lc2UtYXRobGV0ZXMtYXNpYW4tZ2FtZXMtY29tcGV0ZS1mbGFnLTEwMzY4MDM1Ng?oc=5," href=""https://news.google.com/rss/articles/CBMic2h0dHBzOi8vYWJjbmV3cy5nby5jb20vSW50ZXJuYXRpb25hbC93aXJlU3RvcnkvY2hpbmEtd2VsY29tZXMtdGFpd2FuZXNlLWF0aGxldGVzLWFzaWFuLWdhbWVzLWNvbXBldGUtZmxhZy0xMDM2ODAzNTbSAXdodHRwczovL2FiY25ld3MuZ28uY29tL2FtcC9JbnRlcm5hdGlvbmFsL3dpcmVTdG9yeS9jaGluYS13ZWxjb21lcy10YWl3YW5lc2UtYXRobGV0ZXMtYXNpYW4tZ2FtZXMtY29tcGV0ZS1mbGFnLTEwMzY4MDM1Ng?oc=5"" target=""_blank"">China welcomes Taiwanese athletes at the Asian Games but they still can't compete under their flag</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ABC News</font",2023-10-03 10:37:06+00:00,ABC News,,No Content
BIZTODAY China-Asian Games/Manufacturing | | news-journal.com - Longview News-Journal,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3Lm5ld3Mtam91cm5hbC5jb20vYml6dG9kYXktY2hpbmEtYXNpYW4tZ2FtZXMtbWFudWZhY3R1cmluZy92aWRlb19kNzJjYjVhYy05NDdkLTU3MjktYjQ4OC1mODVhM2EyNzk2ZTQuaHRtbNIBAA?oc=5," href=""https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3Lm5ld3Mtam91cm5hbC5jb20vYml6dG9kYXktY2hpbmEtYXNpYW4tZ2FtZXMtbWFudWZhY3R1cmluZy92aWRlb19kNzJjYjVhYy05NDdkLTU3MjktYjQ4OC1mODVhM2EyNzk2ZTQuaHRtbNIBAA?oc=5"" target=""_blank"">BIZTODAY China-Asian Games/Manufacturing | | news-journal.com</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Longview News-Journal</font",2023-10-04 04:05:19+00:00,Longview News-Journal,"For complete coverage of high school sports, click here for ET Varsity","High school sports are featured on ET Varsity. For complete coverage of high school sports, click here for the weekly Newsquiz. For the latest high school football news, visit our high school news page."
Gilas edge Iran by solitary point to set up China rematch at Asian ... - ESPN,https://news.google.com/rss/articles/CBMigAFodHRwczovL3d3dy5lc3BuLmNvbS9iYXNrZXRiYWxsL2dpbGFzL3N0b3J5L18vaWQvMzg1NTM3MjYvZ2lsYXMtcGlsaXBpbmFzLWVkZ2UtaXJhbi1zb2xpdGFyeS1wb2ludC1zZXQtY2hpbmEtcmVtYXRjaC1hc2lhbi1nYW1lc9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMigAFodHRwczovL3d3dy5lc3BuLmNvbS9iYXNrZXRiYWxsL2dpbGFzL3N0b3J5L18vaWQvMzg1NTM3MjYvZ2lsYXMtcGlsaXBpbmFzLWVkZ2UtaXJhbi1zb2xpdGFyeS1wb2ludC1zZXQtY2hpbmEtcmVtYXRjaC1hc2lhbi1nYW1lc9IBAA?oc=5"" target=""_blank"">Gilas edge Iran by solitary point to set up China rematch at Asian ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ESPN</font",2023-10-03 07:00:00+00:00,ESPN,,No Content
"Asian Games 2023 schedule today, October 4: Indians in action, events, LIVE streaming details, IST timings - Sportstar",https://news.google.com/rss/articles/CBMirgFodHRwczovL3Nwb3J0c3Rhci50aGVoaW5kdS5jb20vYXNpYW4tZ2FtZXMvYXNpYW4tZ2FtZXMtMjAyMy1pbmRpYS1zY2hlZHVsZS1pbmRpYW5zLWluLWFjdGlvbi10b2RheS1vY3RvYmVyLTQtbGl2ZS1zdHJlYW1pbmctaW5mby1oYW5nemhvdS0yMDIyLWRldGFpbC1uZXdzL2FydGljbGU2NzM3NzAxNy5lY2XSAbMBaHR0cHM6Ly9zcG9ydHN0YXIudGhlaGluZHUuY29tL2FzaWFuLWdhbWVzL2FzaWFuLWdhbWVzLTIwMjMtaW5kaWEtc2NoZWR1bGUtaW5kaWFucy1pbi1hY3Rpb24tdG9kYXktb2N0b2Jlci00LWxpdmUtc3RyZWFtaW5nLWluZm8taGFuZ3pob3UtMjAyMi1kZXRhaWwtbmV3cy9hcnRpY2xlNjczNzcwMTcuZWNlL2FtcC8?oc=5," href=""https://news.google.com/rss/articles/CBMirgFodHRwczovL3Nwb3J0c3Rhci50aGVoaW5kdS5jb20vYXNpYW4tZ2FtZXMvYXNpYW4tZ2FtZXMtMjAyMy1pbmRpYS1zY2hlZHVsZS1pbmRpYW5zLWluLWFjdGlvbi10b2RheS1vY3RvYmVyLTQtbGl2ZS1zdHJlYW1pbmctaW5mby1oYW5nemhvdS0yMDIyLWRldGFpbC1uZXdzL2FydGljbGU2NzM3NzAxNy5lY2XSAbMBaHR0cHM6Ly9zcG9ydHN0YXIudGhlaGluZHUuY29tL2FzaWFuLWdhbWVzL2FzaWFuLWdhbWVzLTIwMjMtaW5kaWEtc2NoZWR1bGUtaW5kaWFucy1pbi1hY3Rpb24tdG9kYXktb2N0b2Jlci00LWxpdmUtc3RyZWFtaW5nLWluZm8taGFuZ3pob3UtMjAyMi1kZXRhaWwtbmV3cy9hcnRpY2xlNjczNzcwMTcuZWNlL2FtcC8?oc=5"" target=""_blank"">Asian Games 2023 schedule today, October 4: Indians in action, events, LIVE streaming details, IST timings</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Sportstar</font",2023-10-04 00:05:57+00:00,Sportstar,,No Content
Ojas-Jyothi turn arrows into gold in near-perfect final - ESPN,https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy5lc3BuLmNvbS9lc3BuL3N0b3J5L18vaWQvMzg1NjA5MDYvYXNpYW4tZ2FtZXMtMjAyMi1pbmRpYS1jb21wb3VuZC1hcmNoZXJzLWp5b3RoaS1zdXJla2hhLXZlbm5hbS1vamFzLWRlb3RhbGUtZ29sZC1tZWRhbNIBAA?oc=5," href=""https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy5lc3BuLmNvbS9lc3BuL3N0b3J5L18vaWQvMzg1NjA5MDYvYXNpYW4tZ2FtZXMtMjAyMi1pbmRpYS1jb21wb3VuZC1hcmNoZXJzLWp5b3RoaS1zdXJla2hhLXZlbm5hbS1vamFzLWRlb3RhbGUtZ29sZC1tZWRhbNIBAA?oc=5"" target=""_blank"">Ojas-Jyothi turn arrows into gold in near-perfect final</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ESPN</font",2023-10-04 04:53:00+00:00,ESPN,,No Content
Hangzhou Asian Games highlights diverse Asian sports culture via non-Olympic sports - Yahoo Finance,https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9oYW5nemhvdS1hc2lhbi1nYW1lcy1oaWdobGlnaHRzLWRpdmVyc2UtMTM1NTAwNDY0Lmh0bWzSAV1odHRwczovL2ZpbmFuY2UueWFob28uY29tL2FtcGh0bWwvbmV3cy9oYW5nemhvdS1hc2lhbi1nYW1lcy1oaWdobGlnaHRzLWRpdmVyc2UtMTM1NTAwNDY0Lmh0bWw?oc=5," href=""https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9oYW5nemhvdS1hc2lhbi1nYW1lcy1oaWdobGlnaHRzLWRpdmVyc2UtMTM1NTAwNDY0Lmh0bWzSAV1odHRwczovL2ZpbmFuY2UueWFob28uY29tL2FtcGh0bWwvbmV3cy9oYW5nemhvdS1hc2lhbi1nYW1lcy1oaWdobGlnaHRzLWRpdmVyc2UtMTM1NTAwNDY0Lmh0bWw?oc=5"" target=""_blank"">Hangzhou Asian Games highlights diverse Asian sports culture via non-Olympic sports</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font",2023-10-03 13:55:00+00:00,Yahoo Finance,"PR Newswire Hangzhou Asian Games highlights diverse Asian sports culture via non-Olympic sports Read full article PR Newswire October 3, 2023 at 6:55 AM · 2 min read BEIJING , Oct. 3, 2023 /PRNewswire/ -- A report from People's Daily: Among the 40 sports at the Hangzhou Asian Games, nine are non-Olympic, including mind sports go, chess, bridge, and e-sports, martial arts jujitsu, Kurash, and karate, as well as squash, cricket, sepak takraw, kabaddi, Wushu, dragon boat, and softball. Photo shows a women's kabaddi game between Nepal and Bangladesh at the 19th Asian Games in Hangzhou, east China's Zhejiang province, Oct. 2, 2023. (Photo by Han Xiaoming/People's Daily) Many of these events carry distinct Asian characteristics and thus build a stage to showcase the blending of sports and cultures. At the cricket venue of the Hangzhou Asian Games, cheers frequently arose from the stands. ""We bought tickets to several cricket matches. Cricket is hugely popular in India , just like table tennis in China . We've been watching cricket games and playing cricket since we were young,"" said Batra, an Indian spectator who came to Hangzhou for the Asian Games. Asia is vast in territory with a large population, diverse cultures and a long history. ""The selection of non-Olympic sports at the Asian Games fully considered the popularity of different sports across Asia ,"" said Zhu Qinan, director of the competition department of the Hangzhou Asian Games Organizing Committee. For instance, Wushu, sepak takraw, cricket, jujitsu and Kurash carry regional characteristics of East Asia , Southeast Asia , South Asia , Central Asia and West Asia respectively, he explained. These non-Olympic sports have enriched the competitions at the Asian Games and interpret the beauty of diversity of Asian sports, Zhu remarked. The Asian Games is like a window, which not only brings regionally popular sports into public view, but also facilitates cultural exchanges and mutual learning between different cultures. At the sepak takraw games of the Hangzhou Asian Games, whether scoring or making a turnover, players from both teams would gather in a circle on either side of the court, join hands with their teammates, and shout out loud together. ""This was my first time watching a sepak takraw match. I felt the teamwork essence of this sport,"" a spectator from Jinhua, Zhejiang province said. Story continues The roster of non-Olympic sports at each Asian Games has been quite dynamic, with certain sports ""rotating in and out"" over the years and new ones frequently making debut appearances. ""The Asian Games has always maintained an open and inclusive attitude, continuously embracing emerging sports that are popular and carry the features of the times,"" said Liu Mingyi, a professor with Wuhan Sports University. In his opinion, this kind of flexible arrangement helps the Asian Games maintain appeal and get closer to the general public. Cision View original content to download multimedia: https://www.prnewswire.com/apac/news-releases/hangzhou-asian-games-highlights-diverse-asian-sports-culture-via-non-olympic-sports-301945840.html SOURCE People's Daily TRENDING 1. Stellantis recalls nearly 273,000 Ram trucks because the rear view camera image may show on screen 2. UPDATE 1-PNC Bank buys $16.6 bln capital commitment portfolio from Signature Bridge Bank 3. UPDATE 1-FDA staff says late-stage data 'not enough' for Amgen's lung cancer drug 4. Warby Parker stock jumps on upgrade 5. EU to assess tech security risks and consider controls","Among the 40 sports at the Hangzhou Asian Games, nine are non-Olympic. These include mind sports go, chess, bridge, and e-sports, martial arts jujitsu, Kurash, and karate. Many of these events carry distinct Asian characteristics and thus build a stage to showcase the blending of sports and cultures."
Asian Games: Pursuit of skateboard perfection music to Hinano ... - Kyodo News Plus,https://news.google.com/rss/articles/CBMif2h0dHBzOi8vZW5nbGlzaC5reW9kb25ld3MubmV0L25ld3MvMjAyMy8xMC82N2Q0ODZiYzEzYzAtYXNpYW4tZ2FtZXMtcHVyc3VpdC1vZi1za2F0ZWJvYXJkLXBlcmZlY3Rpb24tbXVzaWMtdG8ta3VzYWtpcy1lYXJzLmh0bWzSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMif2h0dHBzOi8vZW5nbGlzaC5reW9kb25ld3MubmV0L25ld3MvMjAyMy8xMC82N2Q0ODZiYzEzYzAtYXNpYW4tZ2FtZXMtcHVyc3VpdC1vZi1za2F0ZWJvYXJkLXBlcmZlY3Rpb24tbXVzaWMtdG8ta3VzYWtpcy1lYXJzLmh0bWzSAQA?oc=5"" target=""_blank"">Asian Games: Pursuit of skateboard perfection music to Hinano ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Kyodo News Plus</font",2023-10-04 02:10:22+00:00,Kyodo News Plus,"Asian Games: Olympic champ Zhang gets business done, then sees rival Sep 30, 2023
                                            | KYODO NEWS","Olympic champ Zhang gets business done, then sees rival Sep 30, 2023. Zhang will compete in the 2023 Asian Games in South Korea."
Asian Games. Alexey Lutsenko takes gold medal in the individual ... - Astana - Qazaqstan,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmFzdGFuYS1xYXphcXN0YW4uY29tL2FzaWFuLWdhbWVzLWFsZXhleS1sdXRzZW5rby10YWtlcy1nb2xkLW1lZGFsLWluLXRoZS1pbmRpdmlkdWFsLXRpbWUtdHJpYWwv0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmFzdGFuYS1xYXphcXN0YW4uY29tL2FzaWFuLWdhbWVzLWFsZXhleS1sdXRzZW5rby10YWtlcy1nb2xkLW1lZGFsLWluLXRoZS1pbmRpdmlkdWFsLXRpbWUtdHJpYWwv0gEA?oc=5"" target=""_blank"">Asian Games. Alexey Lutsenko takes gold medal in the individual ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Astana - Qazaqstan</font",2023-10-03 11:02:22+00:00,Astana - Qazaqstan,"Asian Games. Alexey Lutsenko takes gold medal in the individual time trial October 3, 2023","Alexey Lutsenko takes gold medal in the individual time trial October 3, 2023. Alexey LUTSENKO wins gold medal for the first time at the Asian Games in 2023 in the time trial."
Recent Match Report - Hong Kong vs Pakistan 2nd Quarter-Final 2023 - ESPNcricinfo,https://news.google.com/rss/articles/CBMikwFodHRwczovL3d3dy5lc3BuY3JpY2luZm8uY29tL3Nlcmllcy9hc2lhbi1nYW1lcy1tZW4tcy1jcmlja2V0LWNvbXBldGl0aW9uLTIwMjMtMTM5ODY4NS9ob25nLWtvbmctdnMtcGFraXN0YW4tMm5kLXF1YXJ0ZXItZmluYWwtMTM5OTExNC9tYXRjaC1yZXBvcnTSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMikwFodHRwczovL3d3dy5lc3BuY3JpY2luZm8uY29tL3Nlcmllcy9hc2lhbi1nYW1lcy1tZW4tcy1jcmlja2V0LWNvbXBldGl0aW9uLTIwMjMtMTM5ODY4NS9ob25nLWtvbmctdnMtcGFraXN0YW4tMm5kLXF1YXJ0ZXItZmluYWwtMTM5OTExNC9tYXRjaC1yZXBvcnTSAQA?oc=5"" target=""_blank"">Recent Match Report - Hong Kong vs Pakistan 2nd Quarter-Final 2023</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ESPNcricinfo</font",2023-10-03 11:09:36+00:00,ESPNcricinfo,"Report Lower order and spinners lead Pakistan to Asian Games semi-finals Pakistan got a scare when they collapsed to 54 for 5 before Aamer Jamal rescued them ESPNcricinfo staff 03-Oct-2023 • 19 hrs ago File photo: Qasim Akram picked up two late wickets  •  ICC via Getty Images Pakistan 160 (Jamal 41, Shukla 4-49, Ghazanfar 3-26) beat Hong Kong 92 (Hayat 29, Khushdil 3-13) by 68 runs Pakistan stuttered to 73 for 6 before their lower order salvaged their innings to post a strong total of 160 and their spinners bowled out Hong Kong for 92 to book a semi-final berth in the Asian Games in Hangzhou. Opting to bowl, Honk Kong made good use of the new ball when Ayush Shukla 's early wickets accounted for Mirza Baig and Rohail Nazir in the first three overs, followed by Haider Ali's dismissal in the next over. Captain Qasim Akram joined opener Omair Yousuf to consolidate to take them past 50 but he skied one to silly mid-off while targeting the leg-side boundary in the ninth over. Four balls later, Younus was bowled by Anas Khan for 21 and Pakistan were reeling at 54 for 5. Asif Ali stitched a useful stand of 19 with Khushdil Shah and of 36 with Arafat Minhas to stretch the score past 100. Even though Asif fell for 25 with 22 balls left in the innings, No. 9 Aamer Jamal blasted a 16-ball 41 to lift Pakistan to 160, which saw 49 runs in the last three overs, including 26 in the last. Pakistan also started well with the ball when Minhas struck twice in the powerplay, but No. 3 Babar Hayat kept them going at nearly six an over close to the halfway mark. Khushdil, however, sent him back for 29 and Hong Kong collapsed by losing six wickets for just nine runs to slip from 54 for 2 to 63 for 8. Khushdil took 3 for 13, and Manhas, Sufiyan Muqeem and Qasim grabbed two wickets apiece to bowl out Hong Kong in 18.5 overs. Ayush Shukla Qasim Akram Khushdil Shah Aamer Jamal Hong Kong Pakistan Pakistan vs Hong Kong Asian Games Men's Cricket Competition",Pakistan bowled out Hong Kong for 92 to reach Asian Games semi-finals. Pakistan got a scare when they collapsed to 54 for 5 before Aamer Jamal rescued them.
